Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before
14176,0,1,6185.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14177,1,-2,6051.0,rocker cover leak/loose/damage,,4,14,14,0,2
14180,0,1,5624.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14182,1,-1,870.0,rocker cover leak/loose/damage,,4,14,14,0,3
14185,0,2,5180.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14190,1,-1,4901.0,rocker cover leak/loose/damage,,4,14,14,0,3
14195,0,2,6987.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14197,1,-2,870.0,rocker cover leak/loose/damage,,4,14,14,0,3
14201,1,-2,699.0,rocker cover leak/loose/damage,,4,14,14,0,2
14204,1,-2,5197.0,rocker cover leak/loose/damage,,4,14,14,0,2
14205,1,-1,3702.0,rocker cover leak/loose/damage,,4,14,14,0,1
14208,1,-1,5298.0,rocker cover leak/loose/damage,,4,14,14,0,1
14210,1,-1,4105.0,rocker cover leak/loose/damage,,4,14,14,0,0
14213,1,-1,5568.0,rocker cover leak/loose/damage,,4,14,14,0,0
14215,1,-2,4894.0,rocker cover leak/loose/damage,,4,14,14,0,0
14216,0,2,5584.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14217,0,1,5352.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14218,1,-2,6204.0,rocker cover leak/loose/damage,,4,14,14,0,3
14219,0,1,6668.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14220,1,-2,5533.0,rocker cover leak/loose/damage,,4,14,14,0,2
14228,0,2,6017.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14229,0,1,4478.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14235,0,1,4762.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14237,1,-1,5695.0,rocker cover leak/loose/damage,,4,14,14,0,4
14239,1,-2,5897.0,rocker cover leak/loose/damage,,4,14,14,0,2
14242,1,-2,6395.0,rocker cover leak/loose/damage,,4,14,14,0,1
14244,0,1,3189.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14247,0,1,5112.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14251,0,1,4636.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14252,0,2,9423.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14255,0,1,6187.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14258,0,2,3531.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14262,0,2,3576.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14265,0,2,2893.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14269,1,-1,6362.0,rocker cover leak/loose/damage,,4,14,14,0,2
14270,1,-1,1835.0,rocker cover leak/loose/damage,,4,14,14,0,0
14271,0,2,5460.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14272,0,1,2302.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14275,0,1,7387.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14284,0,1,5989.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14288,0,2,4542.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14293,1,-1,2816.0,rocker cover leak/loose/damage,,4,14,14,0,4
14296,1,-1,2426.0,rocker cover leak/loose/damage,,4,14,14,0,3
14297,1,-1,4590.0,rocker cover leak/loose/damage,,4,14,14,0,4
14299,0,1,5692.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14300,1,-1,5057.0,rocker cover leak/loose/damage,,4,14,14,0,0
14302,0,2,1291.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14307,0,1,9300.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14311,1,-2,4806.0,rocker cover leak/loose/damage,,4,14,14,0,1
14313,1,-1,2613.0,rocker cover leak/loose/damage,,4,14,14,0,1
14314,0,1,4818.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14315,0,1,12356.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14316,0,2,2425.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14317,0,2,10519.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14319,0,1,3360.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14320,0,1,6737.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14323,0,2,3142.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14324,1,-1,5258.0,rocker cover leak/loose/damage,,4,14,14,0,0
14327,0,1,5362.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14328,0,1,9336.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14329,0,1,8439.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14331,0,2,3748.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14335,0,1,4729.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14336,1,-2,3483.0,rocker cover leak/loose/damage,,4,14,14,0,0
14342,0,1,5726.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14343,1,-2,4787.0,rocker cover leak/loose/damage,,4,14,14,0,3
14346,0,1,3563.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14347,1,-1,4463.0,rocker cover leak/loose/damage,,4,14,14,0,1
14348,1,-2,4864.0,rocker cover leak/loose/damage,,4,14,14,0,2
14350,0,1,5101.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14359,1,-1,2552.0,rocker cover leak/loose/damage,,4,14,14,0,0
14360,0,1,5383.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14369,0,2,5066.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14370,0,1,5211.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14372,0,1,2536.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14374,0,2,3496.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14377,0,1,5255.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14378,0,1,5229.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14380,0,1,5103.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14384,0,1,7001.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14388,1,-1,5908.0,rocker cover leak/loose/damage,,4,14,14,0,3
14390,0,2,4742.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14391,1,-2,730.0,rocker cover leak/loose/damage,,4,14,14,0,2
14393,0,2,5741.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14394,0,2,4014.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14395,0,2,4465.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14396,0,1,10895.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14397,0,1,5924.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14400,1,-2,5676.0,rocker cover leak/loose/damage,,4,14,14,0,1
14406,0,2,6114.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14407,1,-2,7532.0,rocker cover leak/loose/damage,,4,14,14,0,4
14412,0,1,5910.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14414,0,1,7529.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14415,0,1,6270.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14419,0,2,5600.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14421,0,1,8507.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14422,1,-1,6130.0,rocker cover leak/loose/damage,,4,14,14,0,2
14423,0,1,5633.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14425,1,-2,4117.0,rocker cover leak/loose/damage,,4,14,14,0,3
14428,0,1,3885.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14431,0,1,4723.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14433,0,2,4590.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14434,1,-1,5415.0,rocker cover leak/loose/damage,,4,14,14,0,0
14435,1,-1,5678.0,rocker cover leak/loose/damage,,4,14,14,0,3
14437,0,1,4384.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14441,0,1,5861.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14442,1,-2,5482.0,rocker cover leak/loose/damage,,4,14,14,0,0
14443,1,-2,5532.0,rocker cover leak/loose/damage,,4,14,14,0,2
14444,0,1,8597.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14446,1,-1,4871.0,rocker cover leak/loose/damage,,4,14,14,0,2
14447,0,1,4807.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14452,1,-1,2878.0,rocker cover leak/loose/damage,,4,14,14,0,4
14453,1,-1,1618.0,rocker cover leak/loose/damage,,4,14,14,0,1
14455,1,-2,4683.0,rocker cover leak/loose/damage,,4,14,14,0,4
14456,1,-1,6909.0,rocker cover leak/loose/damage,,4,14,14,0,0
14457,0,2,6175.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14459,0,1,3833.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14466,0,1,4510.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14473,0,1,4683.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14483,1,-1,5258.0,rocker cover leak/loose/damage,,4,14,14,0,0
14484,0,1,2316.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14488,1,-1,5719.0,rocker cover leak/loose/damage,,4,14,14,0,0
14489,0,1,2177.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14493,1,-1,2940.0,rocker cover leak/loose/damage,,4,14,14,0,1
14494,1,-1,6598.0,rocker cover leak/loose/damage,,4,14,14,0,3
14497,0,1,11700.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14498,0,2,8969.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14499,0,1,5056.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14500,1,-1,4698.0,rocker cover leak/loose/damage,,4,14,14,0,2
14503,0,1,3702.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14507,0,1,5738.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14508,1,-1,4357.0,rocker cover leak/loose/damage,,4,14,14,0,2
14510,0,1,4916.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14511,0,1,2053.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14515,0,1,4061.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14516,1,-1,6718.0,rocker cover leak/loose/damage,,4,14,14,0,1
14518,0,2,5010.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14522,0,1,4372.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14525,0,1,7420.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14529,1,-2,2362.0,rocker cover leak/loose/damage,,4,14,14,0,2
14531,1,-2,4091.0,rocker cover leak/loose/damage,,4,14,14,0,3
14534,1,-1,5926.0,rocker cover leak/loose/damage,,4,14,14,0,1
14535,0,1,10470.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14536,1,-1,6403.0,rocker cover leak/loose/damage,,4,14,14,0,1
14540,0,1,11979.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14541,1,-2,3749.0,rocker cover leak/loose/damage,,4,14,14,0,1
14542,1,-1,5771.0,rocker cover leak/loose/damage,,4,14,14,0,1
14543,0,1,4294.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14546,0,1,683.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14547,0,1,5474.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14549,0,2,3981.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14554,1,-1,6815.0,rocker cover leak/loose/damage,,4,14,14,0,0
14556,0,2,4621.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14557,0,1,5134.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14560,1,-1,5757.0,rocker cover leak/loose/damage,,4,14,14,0,0
14566,0,2,5211.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14568,0,1,4886.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14570,0,1,5290.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14571,1,-2,7314.0,rocker cover leak/loose/damage,,4,14,14,0,4
14574,1,-1,4838.0,rocker cover leak/loose/damage,,4,14,14,0,2
14578,1,-2,2177.0,rocker cover leak/loose/damage,,4,14,14,0,2
14580,1,-1,5538.0,rocker cover leak/loose/damage,,4,14,14,0,2
14581,1,-1,4714.0,rocker cover leak/loose/damage,,4,14,14,0,1
14587,1,-1,3718.0,rocker cover leak/loose/damage,,4,14,14,0,0
14591,1,-1,2022.0,rocker cover leak/loose/damage,,4,14,14,0,2
14593,0,1,3142.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14594,1,-1,668.0,rocker cover leak/loose/damage,,4,14,14,0,1
14595,1,-1,5057.0,rocker cover leak/loose/damage,,4,14,14,0,3
14602,1,-1,5228.0,rocker cover leak/loose/damage,,4,14,14,0,2
14603,1,-1,4776.0,rocker cover leak/loose/damage,,4,14,14,0,0
14605,1,-1,4648.0,rocker cover leak/loose/damage,,4,14,14,0,1
14607,1,-2,4076.0,rocker cover leak/loose/damage,,4,14,14,0,1
14608,0,2,6754.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14611,0,1,3546.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14612,0,1,4746.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14617,1,-1,5305.0,rocker cover leak/loose/damage,,4,14,14,0,1
14627,1,-2,9084.0,rocker cover leak/loose/damage,,4,14,14,0,2
14629,0,1,11734.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14630,0,1,6004.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14633,0,1,3531.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14639,1,-1,2644.0,rocker cover leak/loose/damage,,4,14,14,0,3
14642,1,-1,4668.0,rocker cover leak/loose/damage,,4,14,14,0,0
14648,1,-2,5845.0,rocker cover leak/loose/damage,,4,14,14,0,0
14650,1,-1,4086.0,rocker cover leak/loose/damage,,4,14,14,0,0
14652,0,2,5383.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14654,1,-2,6578.0,rocker cover leak/loose/damage,,4,14,14,0,2
14657,1,-1,5660.0,rocker cover leak/loose/damage,,4,14,14,0,0
14660,0,2,5243.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14663,0,1,4948.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14664,0,1,5585.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14666,1,-2,3982.0,rocker cover leak/loose/damage,,4,14,14,0,3
14668,0,1,5780.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14672,0,1,5523.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14674,0,2,6201.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14675,0,1,4589.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14678,0,1,5719.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14679,1,-2,3296.0,rocker cover leak/loose/damage,,4,14,14,0,3
14681,1,-1,5944.0,rocker cover leak/loose/damage,,4,14,14,0,0
14682,0,2,8728.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14685,1,-2,5881.0,rocker cover leak/loose/damage,,4,14,14,0,1
14689,1,-1,5570.0,rocker cover leak/loose/damage,,4,14,14,0,2
14692,0,2,5197.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14694,0,2,4061.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14695,0,2,4340.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14696,0,2,6099.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14697,0,1,4508.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14698,0,2,5492.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14702,1,-2,5088.0,rocker cover leak/loose/damage,,4,14,14,0,0
14707,1,-1,6768.0,rocker cover leak/loose/damage,,4,14,14,0,4
14709,0,1,5316.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14710,0,1,6250.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14712,1,-2,4401.0,rocker cover leak/loose/damage,,4,14,14,0,3
14716,1,-2,5757.0,rocker cover leak/loose/damage,,4,14,14,0,3
14717,1,-1,5118.0,rocker cover leak/loose/damage,,4,14,14,0,0
14718,1,-2,12085.0,rocker cover leak/loose/damage,,4,14,14,0,1
14721,1,-2,5396.0,rocker cover leak/loose/damage,,4,14,14,0,0
14727,0,1,5539.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14732,0,2,7375.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14737,0,1,4964.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14738,0,1,4917.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14741,1,-2,3497.0,rocker cover leak/loose/damage,,4,14,14,0,0
14743,1,-1,3687.0,rocker cover leak/loose/damage,,4,14,14,0,0
14744,0,1,3918.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14746,0,1,1374.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14747,0,1,5688.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14753,0,1,4698.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14754,0,1,5072.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14755,1,-2,5477.0,rocker cover leak/loose/damage,,4,14,14,0,3
14758,1,-1,6395.0,rocker cover leak/loose/damage,,4,14,14,0,2
14759,1,-2,5259.0,rocker cover leak/loose/damage,,4,14,14,0,3
14760,0,1,6457.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14768,1,-2,9193.0,rocker cover leak/loose/damage,,4,14,14,0,2
14770,0,1,5104.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14771,1,-1,5035.0,rocker cover leak/loose/damage,,4,14,14,0,2
14773,1,-2,4590.0,rocker cover leak/loose/damage,,4,14,14,0,0
14778,0,1,5845.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14780,0,1,5596.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14782,1,-2,10442.0,rocker cover leak/loose/damage,,4,14,14,0,4
14787,0,1,2208.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14790,0,1,5974.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14791,1,-1,4247.0,rocker cover leak/loose/damage,,4,14,14,0,3
14793,0,1,5967.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14797,1,-2,4511.0,rocker cover leak/loose/damage,,4,14,14,0,1
14799,0,2,5538.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14801,0,1,3653.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14804,1,-1,4823.0,rocker cover leak/loose/damage,,4,14,14,0,0
14806,1,-2,5554.0,rocker cover leak/loose/damage,,4,14,14,0,1
14807,1,-1,5445.0,rocker cover leak/loose/damage,,4,14,14,0,0
14808,0,1,6983.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14810,0,1,5601.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14812,1,-2,1462.0,rocker cover leak/loose/damage,,4,14,14,0,1
14813,1,-1,6161.0,rocker cover leak/loose/damage,,4,14,14,0,0
14816,0,1,4215.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14818,0,1,3982.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14822,0,1,7453.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14823,0,1,8479.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14828,1,-2,6831.0,rocker cover leak/loose/damage,,4,14,14,0,4
14829,0,1,4387.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14837,0,2,5695.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14838,0,2,5485.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14841,0,1,5725.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14842,1,-1,5757.0,rocker cover leak/loose/damage,,4,14,14,0,1
14844,1,-2,2935.0,rocker cover leak/loose/damage,,4,14,14,0,0
14846,0,1,3750.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14847,1,-2,5610.0,rocker cover leak/loose/damage,,4,14,14,0,0
14851,0,1,6535.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14852,1,-1,6361.0,rocker cover leak/loose/damage,,4,14,14,0,2
14855,0,1,4932.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14856,0,1,5119.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14860,0,2,5132.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14866,0,1,6018.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14869,1,-1,9929.0,rocker cover leak/loose/damage,,4,14,14,0,4
14871,0,1,4584.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14872,1,-1,1882.0,rocker cover leak/loose/damage,,4,14,14,0,0
14875,1,-2,5117.0,rocker cover leak/loose/damage,,4,14,14,0,2
14876,1,-1,3547.0,rocker cover leak/loose/damage,,4,14,14,0,3
14879,1,-1,3749.0,rocker cover leak/loose/damage,,4,14,14,0,2
14885,0,2,4959.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14892,1,-1,2877.0,rocker cover leak/loose/damage,,4,14,14,0,2
14898,1,-1,12838.0,rocker cover leak/loose/damage,,4,14,14,0,2
14904,1,-2,4665.0,rocker cover leak/loose/damage,,4,14,14,0,0
14909,0,1,6206.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14912,0,1,1679.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14913,0,1,6612.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14915,0,1,4480.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14919,1,-1,8666.0,rocker cover leak/loose/damage,,4,14,14,0,0
14922,0,1,5701.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14924,1,-2,4263.0,rocker cover leak/loose/damage,,4,14,14,0,0
14925,0,1,3651.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14928,0,1,4014.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14932,1,-1,3997.0,rocker cover leak/loose/damage,,4,14,14,0,2
14936,0,1,2442.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14937,0,2,7981.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14940,1,-2,10974.0,rocker cover leak/loose/damage,,4,14,14,0,4
14942,0,1,5268.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14947,1,-1,3744.0,rocker cover leak/loose/damage,,4,14,14,0,0
14951,1,-2,7090.0,rocker cover leak/loose/damage,,4,14,14,0,0
14952,1,-2,8837.0,rocker cover leak/loose/damage,,4,14,14,0,4
14954,0,1,4060.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14957,1,-1,6487.0,rocker cover leak/loose/damage,,4,14,14,0,2
14958,0,1,5336.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14966,1,-1,3997.0,rocker cover leak/loose/damage,,4,14,14,0,0
14967,0,2,6831.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14970,1,-2,4434.0,rocker cover leak/loose/damage,,4,14,14,0,2
14991,0,1,5104.0,rocker cover leak/loose/damage,,4,14,0,0,-1
14992,1,-1,4354.0,rocker cover leak/loose/damage,,4,14,14,0,0
14997,1,-1,4930.0,rocker cover leak/loose/damage,,4,14,14,0,2
14998,1,-1,5259.0,rocker cover leak/loose/damage,,4,14,14,0,1
14999,0,1,3951.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15005,1,-1,5913.0,rocker cover leak/loose/damage,,4,14,14,0,1
15008,0,1,2800.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15012,1,-2,4916.0,rocker cover leak/loose/damage,,4,14,14,0,1
15013,1,-1,7360.0,rocker cover leak/loose/damage,,4,14,14,0,1
15014,0,2,637.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15017,0,2,5395.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15019,1,-1,6847.0,rocker cover leak/loose/damage,,4,14,14,0,1
15022,0,1,1477.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15025,0,1,3901.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15028,0,1,9432.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15031,1,-1,5072.0,rocker cover leak/loose/damage,,4,14,14,0,1
15035,1,-2,5405.0,rocker cover leak/loose/damage,,4,14,14,0,0
15036,0,1,5290.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15037,0,1,3390.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15041,0,2,3641.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15042,1,-1,4325.0,rocker cover leak/loose/damage,,4,14,14,0,0
15043,1,-1,1026.0,rocker cover leak/loose/damage,,4,14,14,0,2
15046,1,-2,6784.0,rocker cover leak/loose/damage,,4,14,14,0,4
15048,1,-2,3765.0,rocker cover leak/loose/damage,,4,14,14,0,3
15049,0,2,5038.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15050,0,1,9197.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15051,0,1,4805.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15054,1,-1,4854.0,rocker cover leak/loose/damage,,4,14,14,0,1
15055,1,-1,4512.0,rocker cover leak/loose/damage,,4,14,14,0,3
15056,1,-2,4120.0,rocker cover leak/loose/damage,,4,14,14,0,4
15057,0,1,621.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15066,0,2,4415.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15067,1,-2,3874.0,rocker cover leak/loose/damage,,4,14,14,0,4
15075,0,1,5282.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15079,0,1,683.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15080,0,2,1788.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15088,0,1,7654.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15096,1,-2,5321.0,rocker cover leak/loose/damage,,4,14,14,0,1
15097,1,-1,4154.0,rocker cover leak/loose/damage,,4,14,14,0,0
15098,0,1,4287.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15099,0,2,4070.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15102,1,-1,5554.0,rocker cover leak/loose/damage,,4,14,14,0,2
15112,0,1,4247.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15117,1,-2,5134.0,rocker cover leak/loose/damage,,4,14,14,0,1
15120,1,-1,6673.0,rocker cover leak/loose/damage,,4,14,14,0,0
15121,1,-1,2255.0,rocker cover leak/loose/damage,,4,14,14,0,0
15122,1,-2,4356.0,rocker cover leak/loose/damage,,4,14,14,0,3
15123,1,-2,7593.0,rocker cover leak/loose/damage,,4,14,14,0,2
15125,1,-1,3187.0,rocker cover leak/loose/damage,,4,14,14,0,0
15129,1,-2,5446.0,rocker cover leak/loose/damage,,4,14,14,0,4
15133,1,-1,5460.0,rocker cover leak/loose/damage,,4,14,14,0,0
15135,0,1,5725.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15138,0,2,7138.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15142,0,2,5891.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15145,0,1,4683.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15150,0,1,4823.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15157,0,1,5782.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15158,1,-2,5087.0,rocker cover leak/loose/damage,,4,14,14,0,1
15160,0,1,11483.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15161,1,-2,2302.0,rocker cover leak/loose/damage,,4,14,14,0,1
15163,0,1,6037.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15167,0,1,2098.0,rocker cover leak/loose/damage,,4,14,0,0,-1
15169,1,-1,12163.0,rocker cover leak/loose/damage,,4,14,14,0,0
